total_procesos,pct_adjudicados,gasto_total,precio_promedio,accuracy,precision,recall,f1
1630131,7.76,581577604362048,356767403.5780241,0.9698061816966079,0.7208923208923209,0.9966391206357993,0.8366303770578863
